2410|연속자료반입|자료반입|..\bmp\040_on.bmp
2410|연속자료반출|자료반출|..\bmp\042_on.bmp
2410|연속등록구분변경|코드변경|..\bmp\018_on.bmp
2410|연속등록출력|출력|..\bmp\155_on.bmp
2410|연속정리대상처리|정리대상|..\bmp\134_on.bmp
2410|연속실시간처리|실시간처리|..\bmp\134_on.bmp
2410|연속제본처리|제본처리|..\bmp\134_on.bmp
2410|정렬|정렬|..\bmp\360_on.bmp
2420|연속_원부대장관리_검색|검색|..\bmp\003_on.bmp
2420|연속_원부자료추가|자료추가|..\bmp\307_on.bmp
2420|연속_자료복귀|자료복귀|..\bmp\308_on.bmp
2420|연속_원부관리|원부관리|..\bmp\101_on.bmp
2420|연속_원부출력|원부출력|..\bmp\155_on.bmp
2510|검색|검색|..\bmp\003_on.bmp
2510|입력|입력|..\bmp\116_on.bmp
2510|수정|수정|..\bmp\046_on.bmp
2510|공용사항관리|공용사항관리|..\bmp\012_on.bmp
2510|마크반입|마크반입|..\bmp\040_on.bmp
2510|마크반출|마크반출|..\bmp\042_on.bmp
2510|정리완료_열람인계대상|정리완료|..\bmp\132_on.bmp
2510|정리완료_열람인계자료|열람인계|..\bmp\132_on.bmp
2510|정리완료_배가자료|배가기록|..\bmp\132_on.bmp
2510|등록번호교체|등록번호교체|..\bmp\063_on.bmp
2520|검색|검색|..\bmp\003_on.bmp
2520|장비출력|장비출력|..\bmp\039_on.bmp
2520|카드목록|카드목록|..\bmp\155_on.bmp
2610|검색|검색|..\bmp\003_on.bmp
2610|배가일기록|배가기록|..\bmp\056_on.bmp
2610|가등록번호부여|번호부여|..\bmp\062_on.bmp
2610|배가취소|배가취소|..\bmp\060_on.bmp
2610|가등록번호부여취소|번호취소|..\bmp\065_on.bmp
2610|함번호변경|함번호|..\bmp\170_on.bmp
2610|데이터복귀|복귀처리|..\bmp\068_on.bmp
2610|폐기처리|폐기처리|..\bmp\168_on.bmp
2610|삭제|삭제|..\BMP\081_ON.BMP
2610|배가변경|책배가변경|..\bmp\058_on.bmp
2610|종배가변경|종배가변경|..\bmp\058_on.bmp
2610|코드변경|코드변경|..\bmp\160_on.bmp
2610|출력|출력|..\bmp\155_on.bmp
2620|검색|검색|..\BMP\003_ON.BMP
2620|권별정보|권별정보|..\BMP\022_ON.BMP
2620|부록정보|부록정보|..\BMP\072_ON.BMP
2620|배가기록|배가기록|..\BMP\056_ON.BMP
2620|인계목록|인계목록|..\BMP\109_ON.BMP
2620|분류별통계|류별통계|..\bmp\286_on.bmp
2620|출력|출력|..\BMP\155_ON.BMP
2630|검색|검색|..\BMP\003_ON.BMP
2630|서지정보|서지정보|..\BMP\087_ON.BMP
2630|배가변경|책배가변경|..\BMP\058_ON.BMP
2630|코드변경|코드변경|..\BMP\160_ON.BMP
2630|최초배가일수정|최초배가일변경|..\bmp\058_on.bmp
2630|출력|출력|..\BMP\155_ON.BMP
2640|통계|통계|..\bmp\286_on.bmp
2640|출력|출력|..\BMP\155_ON.BMP
2641|통계|통계|..\bmp\286_on.bmp
2641|출력|출력|..\BMP\155_ON.BMP
2642|통계|통계|..\bmp\286_on.bmp
2642|출력|출력|..\BMP\155_ON.BMP
